id,title,missing_year,classification,confidence,evidence,variant_title,swallowed_by,median_wc,edition_count,present_years
NORTHAMPTONSHIRE,NORTHAMPTONSHIRE,1810,SWALLOWED,0.90,"Found inside ""NORTH"" (5,027w) — at 93% in NORTH (365w after)",,NORTH,1767,5,1778|1815|1823|1842|1860
ASSUMPSIT,ASSUMPSIT,1823,SWALLOWED,0.90,"Found inside ""ASSOCIATION"" (3,261w) — at 45% in ASSOCIATION (1,849w after)",,ASSOCIATION,1627,6,1771|1778|1797|1815|1842|1860
PARTISAN,PARTISAN,1797,SWALLOWED,0.90,"Found inside ""PARR"" (11,729w) — at 60% in PARR (4,769w after)",,PARR,1598,5,1778|1810|1815|1823|1842
PARTRIDGE,PARTRIDGE,1797,SWALLOWED,0.90,"Found inside ""PARR"" (11,729w) — at 74% in PARR (3,168w after)",,PARR,1578,5,1778|1810|1815|1823|1842
MEDIA,MEDIA,1823,SWALLOWED,0.90,"Found inside ""MEDALLIONS"" (9,918w) — at 9% in MEDALLIONS (9,040w after)",,MEDALLIONS,1375,5,1778|1810|1815|1842|1860
ICE-HOUSE,ICE-HOUSE,1815,SWALLOWED,0.90,"Found inside ""ICE ICE"" (5,906w) — at 65% in ICE ICE (2,089w after)",,ICE ICE,1214,5,1771|1797|1810|1823|1842
PHILOLOGY,PHILOLOGY,1842,VARIANT,0.85,"substring: found as ""PHILO"" (89,478w)",PHILO,,89951,7,1771|1778|1797|1810|1815|1823|1860
BLEACHING,BLEACHING,1778,VARIANT,0.85,"substring: found as ""BLEA"" (12,460w)",BLEA,,59523,7,1771|1797|1810|1815|1823|1842|1860
RIVERS,RIVERS,1797,VARIANT,0.85,"singular: found as ""RIVER"" (60,280w)",RIVER,,56977,2,1778|1823
RIVERS,RIVERS,1810,VARIANT,0.85,"singular: found as ""RIVER"" (59,418w)",RIVER,,56977,2,1778|1823
RIVERS,RIVERS,1815,VARIANT,0.85,"singular: found as ""RIVER"" (58,921w)",RIVER,,56977,2,1778|1823
CLOCKS,CLOCKS,1823,VARIANT,0.85,"singular: found as ""CLOCK"" (10,604w)",CLOCK,,50891,2,1815|1842
MEDAL,MEDAL,1810,VARIANT,0.85,"plural: found as ""MEDALS"" (42,468w)",MEDALS,,33444,3,1771|1778|1815
MACEDONIA,MACEDONIA,1778,VARIANT,0.85,"prefix_sim=0.88: found as ""MACEDON"" (23,557w)",MACEDON,,31742,3,1771|1842|1860
MACEDONIA,MACEDONIA,1797,VARIANT,0.85,"prefix_sim=0.88: found as ""MACEDON"" (33,019w)",MACEDON,,31742,3,1771|1842|1860
MACEDONIA,MACEDONIA,1810,VARIANT,0.85,"prefix_sim=0.88: found as ""MACEDON"" (33,760w)",MACEDON,,31742,3,1771|1842|1860
MACEDONIA,MACEDONIA,1815,VARIANT,0.85,"prefix_sim=0.88: found as ""MACEDON"" (33,859w)",MACEDON,,31742,3,1771|1842|1860
MACEDONIA,MACEDONIA,1823,VARIANT,0.85,"prefix_sim=0.88: found as ""MACEDON"" (33,760w)",MACEDON,,31742,3,1771|1842|1860
LOMBARDY,LOMBARDY,1778,VARIANT,0.85,"prefix_sim=0.88: found as ""LOMBARDS"" (5,740w)",LOMBARDS,,19936,3,1771|1842|1860
LOMBARDY,LOMBARDY,1797,VARIANT,0.85,"prefix_sim=0.88: found as ""LOMBARDS"" (5,827w)",LOMBARDS,,19936,3,1771|1842|1860
LOMBARDY,LOMBARDY,1810,VARIANT,0.85,"prefix_sim=0.88: found as ""LOMBARDS"" (6,431w)",LOMBARDS,,19936,3,1771|1842|1860
LOMBARDY,LOMBARDY,1815,VARIANT,0.85,"prefix_sim=0.88: found as ""LOMBARDS"" (5,747w)",LOMBARDS,,19936,3,1771|1842|1860
LOMBARDY,LOMBARDY,1823,VARIANT,0.85,"prefix_sim=0.88: found as ""LOMBARDS"" (5,739w)",LOMBARDS,,19936,3,1771|1842|1860
CHROMATIC,CHROMATIC,1810,VARIANT,0.85,"plural: found as ""CHROMATICS"" (9,651w)",CHROMATICS,,19509,6,1771|1778|1797|1815|1823|1842
CALENDAR,CALENDAR,1823,VARIANT,0.85,"prefix_sim=0.88: found as ""CALENDER"" (5,993w)",CALENDER,,17948,5,1771|1797|1810|1842|1860
ORDERS,ORDERS,1823,VARIANT,0.85,"singular: found as ""ORDER"" (79,138w)",ORDER,,17422,5,1797|1810|1815|1842|1860
CRYSTALS,CRYSTALS,1815,VARIANT,0.85,"singular: found as ""CRYSTAL"" (3,533w)",CRYSTAL,,17354,2,1810|1823
METEOROLITE,METEOROLITE,1823,VARIANT,0.85,"substring: found as ""METEOR"" (17,361w)",METEOR,,17311,2,1815|1860
METEOROLITE,METEOROLITE,1842,VARIANT,0.85,"prefix_sim=0.90: found as ""METEORITE"" (15,637w)",METEORITE,,17311,2,1815|1860
JESUITS,JESUITS,1810,VARIANT,0.85,"prefix_sim=0.88: found as ""JESUITICS"" (3,853w)",JESUITICS,,15578,5,1778|1797|1815|1823|1842
ARCHITECT,ARCHITECT,1810,VARIANT,0.85,"prefix_sim=0.86: found as ""ARCHITECTURE"" (25,977w)",ARCHITECTURE,,13309,4,1778|1797|1842|1860
ARCHITECT,ARCHITECT,1815,VARIANT,0.85,"prefix_sim=0.86: found as ""ARCHITECTURE"" (44,058w)",ARCHITECTURE,,13309,4,1778|1797|1842|1860
ARCHITECT,ARCHITECT,1823,VARIANT,0.85,"prefix_sim=0.86: found as ""ARCHITECTURE"" (44,235w)",ARCHITECTURE,,13309,4,1778|1797|1842|1860
DIFFERENT,DIFFERENT,1842,VARIANT,0.85,"substring: found as ""DIFF"" (13,065w)",DIFF,,12627,2,1823|1860
STATIC,STATIC,1842,VARIANT,0.85,"plural: found as ""STATICS"" (1,658w)",STATICS,,11838,2,1823|1860
HARMONICA,HARMONICA,1810,VARIANT,0.85,"prefix_sim=0.94: found as ""HARMONIC"" (7,396w)",HARMONIC,,11634,5,1797|1815|1823|1842|1860
PETERSBURG,PETERSBURG,1823,VARIANT,0.85,"prefix_sim=0.95: found as ""PETERSBURGH"" (4,879w)",PETERSBURGH,,10171,6,1778|1797|1810|1815|1842|1860
MEDALLIONS,MEDALLIONS,1815,VARIANT,0.85,"substring: found as ""MEDAL"" (33,444w)",MEDAL,,9918,3,1771|1778|1823
LOUISIANA,LOUISIANA,1778,VARIANT,0.85,"substring: found as ""LOUIS"" (1,089w)",LOUIS,,9377,7,1771|1797|1810|1815|1823|1842|1860
EDWARD,EDWARD,1797,VARIANT,0.85,"plural: found as ""EDWARDS"" (1,396w)",EDWARDS,,9325,6,1778|1810|1815|1823|1842|1860
FORTESCUE,FORTESCUE,1797,VARIANT,0.85,"substring: found as ""FORT"" (6,382w)",FORT,,8391,5,1778|1815|1823|1842|1860
FORTESCUE,FORTESCUE,1810,VARIANT,0.85,"substring: found as ""FORT"" (6,407w)",FORT,,8391,5,1778|1815|1823|1842|1860
SENTIMENTS,SENTIMENTS,1797,VARIANT,0.85,"singular: found as ""SENTIMENT"" (5,565w)",SENTIMENT,,7834,5,1771|1778|1810|1815|1823
POTATO,POTATO,1842,VARIANT,0.85,"plural: found as ""POTATOES"" (1,457w)",POTATOES,,7630,4,1797|1810|1815|1860
PLAYFAIR,PLAYFAIR,1842,VARIANT,0.85,"substring: found as ""PLAYFAIR, JOHN"" (7,149w)","PLAYFAIR, JOHN",,7118,2,1823|1860
PLEASURE,PLEASURE,1815,VARIANT,0.85,"substring: found as ""PLEA"" (4,302w)",PLEA,,7050,5,1778|1797|1810|1823|1842
SCEPTICISM,SCEPTICISM,1842,VARIANT,0.85,"substring: found as ""SCEPTIC"" (1,186w)",SCEPTIC,,6655,7,1771|1778|1797|1810|1815|1823|1860
BRASSICA,BRASSICA,1815,VARIANT,0.85,"substring: found as ""BRASS"" (7,037w)",BRASS,,6537,5,1771|1778|1797|1810|1823
SERPENT,SERPENT,1842,VARIANT,0.85,"prefix_sim=0.86: found as ""SERPENS"" (42,624w)",SERPENS,,6451,6,1778|1797|1810|1815|1823|1860
HANDS,HANDS,1810,VARIANT,0.85,"singular: found as ""HAND"" (6,484w)",HAND,,6035,3,1771|1778|1823
MIRACLES,MIRACLES,1823,VARIANT,0.85,"singular: found as ""MIRACLE"" (5,138w)",MIRACLE,,5926,4,1797|1810|1815|1860
MIRACLES,MIRACLES,1842,VARIANT,0.85,"singular: found as ""MIRACLE"" (5,093w)",MIRACLE,,5926,4,1797|1810|1815|1860
GENUS_LXXXIV,GENUS LXXXIV,1815,VARIANT,0.85,"prefix_sim=0.96: found as ""GENUS LXXXV"" (3,979w)",GENUS LXXXV,,5888,3,1797|1810|1823
PLATONISM,PLATONISM,1797,VARIANT,0.85,"substring: found as ""PLATO"" (3,505w)",PLATO,,5842,4,1778|1810|1815|1823
STOCKPORT,STOCKPORT,1823,VARIANT,0.85,"substring: found as ""STOCK"" (1,072w)",STOCK,,5594,2,1771|1860
NORTHWICH,NORTHWICH,1797,VARIANT,0.85,"substring: found as ""NORTH"" (4,607w)",NORTH,,5200,3,1771|1842|1860
NORTHWICH,NORTHWICH,1810,VARIANT,0.85,"substring: found as ""NORTH"" (5,027w)",NORTH,,5200,3,1771|1842|1860
NORTHWICH,NORTHWICH,1815,VARIANT,0.85,"substring: found as ""NORTH"" (3,818w)",NORTH,,5200,3,1771|1842|1860
NORTHWICH,NORTHWICH,1823,VARIANT,0.85,"substring: found as ""NORTH"" (3,830w)",NORTH,,5200,3,1771|1842|1860
GENUS_LXXVIII,GENUS LXXVIII,1815,VARIANT,0.85,"prefix_sim=0.92: found as ""GENUS LXVII"" (2,209w)",GENUS LXVII,,5054,3,1797|1810|1823
PETRIFICATION,PETRIFICATION,1815,VARIANT,0.85,"prefix_sim=0.88: found as ""PETRIFACTION"" (4,974w)",PETRIFACTION,,4978,6,1771|1778|1797|1810|1823|1842
CHURCHILL,CHURCHILL,1842,VARIANT,0.85,"substring: found as ""CHURCH"" (846w)",CHURCH,,4908,6,1778|1797|1810|1815|1823|1860
CONSUL,CONSUL,1797,VARIANT,0.85,"plural: found as ""CONSULS"" (949w)",CONSULS,,4895,6,1778|1810|1815|1823|1842|1860
EDWARDS,EDWARDS,1842,VARIANT,0.85,"singular: found as ""EDWARD"" (653w)",EDWARD,,4871,6,1778|1797|1810|1815|1823|1860
BIRD-CALL,BIRD-CALL,1810,VARIANT,0.85,"substring: found as ""BIRD"" (542w)",BIRD,,4634,4,1778|1797|1815|1823
WESTMEATH,WESTMEATH,1797,VARIANT,0.85,"substring: found as ""WEST"" (520w)",WEST,,4193,3,1771|1842|1860
WESTMEATH,WESTMEATH,1810,VARIANT,0.85,"substring: found as ""WEST"" (521w)",WEST,,4193,3,1771|1842|1860
WESTMEATH,WESTMEATH,1815,VARIANT,0.85,"substring: found as ""WEST"" (521w)",WEST,,4193,3,1771|1842|1860
WESTMEATH,WESTMEATH,1823,VARIANT,0.85,"substring: found as ""WEST"" (521w)",WEST,,4193,3,1771|1842|1860
CHRYSALIS,CHRYSALIS,1810,VARIANT,0.85,"prefix_sim=0.95: found as ""CHRYSAULIS"" (4,096w)",CHRYSAULIS,,4052,7,1771|1778|1797|1815|1823|1842|1860
LINCOLNSHIRE,LINCOLNSHIRE,1815,VARIANT,0.85,"substring: found as ""LINCOLN"" (1,331w)",LINCOLN,,4026,6,1778|1797|1810|1823|1842|1860
COCHIN_CHINA,COCHIN CHINA,1778,VARIANT,0.85,"prefix_sim=0.96: found as ""COCHIN-CHINA"" (1,141w)",COCHIN-CHINA,,3891,3,1771|1842|1860
COCHIN_CHINA,COCHIN CHINA,1797,VARIANT,0.85,"prefix_sim=0.96: found as ""COCHIN-CHINA"" (2,086w)",COCHIN-CHINA,,3891,3,1771|1842|1860
COCHIN_CHINA,COCHIN CHINA,1810,VARIANT,0.85,"prefix_sim=0.96: found as ""COCHIN-CHINA"" (2,085w)",COCHIN-CHINA,,3891,3,1771|1842|1860
COCHIN_CHINA,COCHIN CHINA,1815,VARIANT,0.85,"prefix_sim=0.96: found as ""COCHIN-CHINA"" (2,085w)",COCHIN-CHINA,,3891,3,1771|1842|1860
COCHIN_CHINA,COCHIN CHINA,1823,VARIANT,0.85,"prefix_sim=0.96: found as ""COCHIN-CHINA"" (2,085w)",COCHIN-CHINA,,3891,3,1771|1842|1860
CARTES,CARTES,1823,VARIANT,0.85,"singular: found as ""CARTE"" (543w)",CARTE,,3756,5,1778|1797|1810|1815|1860
ANTONIANO,ANTONIANO,1842,VARIANT,0.85,"prefix_sim=0.88: found as ""ANTONIO"" (541w)",ANTONIO,,3755,6,1778|1797|1810|1815|1823|1860
GENUS_LXVI,GENUS LXVI,1815,VARIANT,0.85,"prefix_sim=0.95: found as ""GENUS LXVII"" (2,209w)",GENUS LXVII,,3729,3,1797|1810|1823
NOTTINGHAM,NOTTINGHAM,1778,VARIANT,0.85,"substring: found as ""NOTTINGHAMSHIRE"" (956w)",NOTTINGHAMSHIRE,,3601,5,1771|1815|1823|1842|1860
NOTTINGHAM,NOTTINGHAM,1797,VARIANT,0.85,"substring: found as ""NOTTINGHAMSHIRE"" (1,697w)",NOTTINGHAMSHIRE,,3601,5,1771|1815|1823|1842|1860
LORN,LORN,1797,VARIANT,0.85,"prefix_sim=0.89: found as ""LORNE"" (738w)",LORNE,,3585,2,1771|1860
LORN,LORN,1810,VARIANT,0.85,"prefix_sim=0.89: found as ""LORNE"" (728w)",LORNE,,3585,2,1771|1860
LORN,LORN,1815,VARIANT,0.85,"prefix_sim=0.89: found as ""LORNE"" (728w)",LORNE,,3585,2,1771|1860
LORN,LORN,1823,VARIANT,0.85,"prefix_sim=0.89: found as ""LORNE"" (728w)",LORNE,,3585,2,1771|1860
HATFIELD,HATFIELD,1778,VARIANT,0.85,"substring: found as ""HAT"" (1,665w)",HAT,,3511,5,1771|1810|1815|1842|1860
HATFIELD,HATFIELD,1797,VARIANT,0.85,"substring: found as ""HAT"" (2,036w)",HAT,,3511,5,1771|1810|1815|1842|1860
HATFIELD,HATFIELD,1823,VARIANT,0.85,"substring: found as ""HAT"" (5,769w)",HAT,,3511,5,1771|1810|1815|1842|1860
MANDING,MANDING,1842,VARIANT,0.85,"prefix_sim=0.93: found as ""MANDINGO"" (1,444w)",MANDINGO,,3496,5,1797|1810|1815|1823|1860
OUTLAWRY,OUTLAWRY,1797,VARIANT,0.85,"prefix_sim=0.86: found as ""OUTLAW"" (520w)",OUTLAW,,3425,4,1778|1810|1815|1823
MILLENIUM,MILLENIUM,1815,VARIANT,0.85,"prefix_sim=0.95: found as ""MILLENNIUM"" (2,891w)",MILLENNIUM,,3364,3,1797|1842|1860
MILLENIUM,MILLENIUM,1823,VARIANT,0.85,"substring: found as ""MILL"" (1,726w)",MILL,,3364,3,1797|1842|1860
GENUS_LXXXVII,GENUS LXXXVII,1815,VARIANT,0.85,"prefix_sim=0.92: found as ""GENUS LXXXV"" (3,979w)",GENUS LXXXV,,3280,3,1797|1810|1823
BASTILE,BASTILE,1810,VARIANT,0.85,"prefix_sim=0.93: found as ""BASTILLE"" (3,188w)",BASTILLE,,3230,5,1778|1797|1815|1823|1842
DOG,DOG,1842,VARIANT,0.85,"prefix_sim=0.86: found as ""DOGE"" (619w)",DOGE,,3213,6,1778|1797|1810|1815|1823|1860
BASTILLE,BASTILLE,1815,VARIANT,0.85,"prefix_sim=0.93: found as ""BASTILE"" (3,207w)",BASTILE,,3188,2,1810|1860
BASTILLE,BASTILLE,1823,VARIANT,0.85,"prefix_sim=0.93: found as ""BASTILE"" (3,208w)",BASTILE,,3188,2,1810|1860
BASTILLE,BASTILLE,1842,VARIANT,0.85,"prefix_sim=0.93: found as ""BASTILE"" (1,168w)",BASTILE,,3188,2,1810|1860
GRENADE,GRENADE,1823,VARIANT,0.85,"prefix_sim=0.86: found as ""GRENADA"" (3,085w)",GRENADA,,3170,4,1797|1810|1815|1860
GRENADE,GRENADE,1842,VARIANT,0.85,"prefix_sim=0.86: found as ""GRENADA"" (1,429w)",GRENADA,,3170,4,1797|1810|1815|1860
GAMELION,GAMELION,1778,VARIANT,0.85,"substring: found as ""GAME"" (2,469w)",GAME,,3122,7,1771|1797|1810|1815|1823|1842|1860
WAKEFIELD,WAKEFIELD,1778,VARIANT,0.85,"substring: found as ""WAKE"" (2,327w)",WAKE,,3099,3,1771|1842|1860
WAKEFIELD,WAKEFIELD,1797,VARIANT,0.85,"substring: found as ""WAKE"" (1,373w)",WAKE,,3099,3,1771|1842|1860
WAKEFIELD,WAKEFIELD,1810,VARIANT,0.85,"substring: found as ""WAKE"" (2,319w)",WAKE,,3099,3,1771|1842|1860
WAKEFIELD,WAKEFIELD,1815,VARIANT,0.85,"substring: found as ""WAKE"" (1,211w)",WAKE,,3099,3,1771|1842|1860
WAKEFIELD,WAKEFIELD,1823,VARIANT,0.85,"substring: found as ""WAKE"" (1,207w)",WAKE,,3099,3,1771|1842|1860
MESSENA,MESSENA,1797,VARIANT,0.85,"prefix_sim=0.93: found as ""MESSENIA"" (3,410w)",MESSENIA,,3031,4,1778|1815|1823|1842
MESSENA,MESSENA,1810,VARIANT,0.85,"prefix_sim=0.93: found as ""MESSENIA"" (3,506w)",MESSENIA,,3031,4,1778|1815|1823|1842
CHANCELLOR,CHANCELLOR,1810,VARIANT,0.85,"prefix_sim=0.95: found as ""CHANCELOR"" (846w)",CHANCELOR,,3020,6,1771|1778|1797|1815|1823|1860
GENUS_LII,GENUS LII,1810,VARIANT,0.85,"prefix_sim=0.90: found as ""GENUS LXVII"" (2,198w)",GENUS LXVII,,2948,2,1797|1823
GENUS_LII,GENUS LII,1815,VARIANT,0.85,"prefix_sim=0.90: found as ""GENUS LXVII"" (2,209w)",GENUS LXVII,,2948,2,1797|1823
ABBREVIATION,ABBREVIATION,1810,VARIANT,0.85,"plural: found as ""ABBREVIATIONS"" (549w)",ABBREVIATIONS,,2862,6,1771|1797|1815|1823|1842|1860
CHRISTIANSTAD,CHRISTIANSTAD,1797,VARIANT,0.85,"substring: found as ""CHRISTIAN"" (12,219w)",CHRISTIAN,,2806,4,1778|1810|1823|1860
CHRISTIANSTAD,CHRISTIANSTAD,1815,VARIANT,0.85,"prefix_sim=0.87: found as ""CHRISTIANA"" (13,281w)",CHRISTIANA,,2806,4,1778|1810|1823|1860
CHRISTIANSTAD,CHRISTIANSTAD,1842,VARIANT,0.85,"prefix_sim=0.87: found as ""CHRISTIANS"" (1,350w)",CHRISTIANS,,2806,4,1778|1810|1823|1860
ANTIOCH,ANTIOCH,1823,VARIANT,0.85,"prefix_sim=0.88: found as ""ANTIOCHIA"" (4,537w)",ANTIOCHIA,,2801,5,1771|1797|1810|1815|1860
MELANCTHON,MELANCTHON,1815,VARIANT,0.85,"prefix_sim=0.95: found as ""MELANCHTHON"" (819w)",MELANCHTHON,,2757,6,1778|1797|1810|1823|1842|1860
DISPERSSION,DISPERSSION,1842,VARIANT,0.85,"prefix_sim=0.95: found as ""DISPERSION"" (998w)",DISPERSION,,2686,3,1815|1823|1860
CHRISTINA,CHRISTINA,1823,VARIANT,0.85,"prefix_sim=0.95: found as ""CHRISTIANA"" (13,194w)",CHRISTIANA,,2663,6,1778|1797|1810|1815|1842|1860
MITHRIDATES,MITHRIDATES,1810,VARIANT,0.85,"substring: found as ""MITHRIDATES VII"" (1,439w)",MITHRIDATES VII,,2537,5,1778|1797|1823|1842|1860
MITHRIDATES,MITHRIDATES,1815,VARIANT,0.85,"substring: found as ""MITHRIDATES VII"" (1,454w)",MITHRIDATES VII,,2537,5,1778|1797|1823|1842|1860
ANTINOUS,ANTINOUS,1823,VARIANT,0.85,"substring: found as ""ANT"" (6,887w)",ANT,,2507,6,1778|1797|1810|1815|1842|1860
SPALDING,SPALDING,1797,VARIANT,0.85,"substring: found as ""SPA"" (1,907w)",SPA,,2369,3,1771|1842|1860
SPALDING,SPALDING,1810,VARIANT,0.85,"substring: found as ""SPA"" (2,866w)",SPA,,2369,3,1771|1842|1860
SPALDING,SPALDING,1815,VARIANT,0.85,"substring: found as ""SPA"" (1,557w)",SPA,,2369,3,1771|1842|1860
SPALDING,SPALDING,1823,VARIANT,0.85,"substring: found as ""SPA"" (2,832w)",SPA,,2369,3,1771|1842|1860
NEEDLE,NEEDLE,1810,VARIANT,0.85,"plural: found as ""NEEDLES"" (2,431w)",NEEDLES,,2361,6,1771|1778|1797|1815|1823|1842
STAR-BOARD,STAR-BOARD,1778,VARIANT,0.85,"substring: found as ""STAR"" (886w)",STAR,,2337,5,1771|1797|1810|1815|1823
ANDROIDES,ANDROIDES,1823,VARIANT,0.85,"prefix_sim=0.90: found as ""ANDROIDIDES"" (1,684w)",ANDROIDIDES,,2289,6,1778|1797|1810|1815|1842|1860
BERMUDAS,BERMUDAS,1797,VARIANT,0.85,"singular: found as ""BERMUDA"" (943w)",BERMUDA,,2288,6,1778|1810|1815|1823|1842|1860
SOUNDING,SOUNDING,1823,VARIANT,0.85,"substring: found as ""SOUND"" (3,500w)",SOUND,,2280,6,1771|1778|1797|1810|1815|1842
BRETON,BRETON,1810,VARIANT,0.85,"plural: found as ""BRETONS"" (2,230w)",BRETONS,,2233,7,1771|1778|1797|1815|1823|1842|1860
SYMPATHY_ALSO,SYMPATHY ALSO,1810,VARIANT,0.85,"substring: found as ""SYMPATHY"" (1,398w)",SYMPATHY,,2233,3,1778|1797|1823
SYMPATHY_ALSO,SYMPATHY ALSO,1815,VARIANT,0.85,"substring: found as ""SYMPATHY"" (1,393w)",SYMPATHY,,2233,3,1778|1797|1823
CAERMARTHEN,CAERMARTHEN,1823,VARIANT,0.85,"substring: found as ""CAERMARTHENSHIRE"" (1,043w)",CAERMARTHENSHIRE,,2186,5,1771|1778|1815|1842|1860
MELCHISEDEC,MELCHISEDEC,1815,VARIANT,0.85,"prefix_sim=0.96: found as ""MELCHISEDECK"" (1,299w)",MELCHISEDECK,,2184,5,1797|1810|1823|1842|1860
FORMICA-LEO,FORMICA-LEO,1778,VARIANT,0.85,"substring: found as ""FORMICA"" (3,597w)",FORMICA,,2172,2,1771|1797
PARADISEA,PARADISEA,1810,VARIANT,0.85,"prefix_sim=0.94: found as ""PARADISE"" (1,562w)",PARADISE,,2169,3,1778|1797|1823
PARADISEA,PARADISEA,1815,VARIANT,0.85,"prefix_sim=0.94: found as ""PARADISE"" (1,562w)",PARADISE,,2169,3,1778|1797|1823
GENUS_XCII,GENUS XCII,1810,VARIANT,0.85,"prefix_sim=0.95: found as ""GENUS XCVII"" (621w)",GENUS XCVII,,2092,2,1797|1823
GENUS_XCII,GENUS XCII,1815,VARIANT,0.85,"prefix_sim=0.95: found as ""GENUS XCI"" (2,462w)",GENUS XCI,,2092,2,1797|1823
BAILLEUL,BAILLEUL,1810,VARIANT,0.85,"substring: found as ""BAIL"" (1,094w)",BAIL,,2066,6,1778|1797|1815|1823|1842|1860
ABBREVIATIONS,ABBREVIATIONS,1815,VARIANT,0.85,"singular: found as ""ABBREVIATION"" (2,860w)",ABBREVIATION,,2037,3,1810|1842|1860
ABBREVIATIONS,ABBREVIATIONS,1823,VARIANT,0.85,"singular: found as ""ABBREVIATION"" (2,862w)",ABBREVIATION,,2037,3,1810|1842|1860
TEST_ACT,TEST ACT,1810,VARIANT,0.85,"substring: found as ""TEST"" (4,053w)",TEST,,2018,2,1797|1823
TEST_ACT,TEST ACT,1815,VARIANT,0.85,"substring: found as ""TEST"" (2,040w)",TEST,,2018,2,1797|1823
BARD,BARD,1778,VARIANT,0.85,"plural: found as ""BARDS"" (1,884w)",BARDS,,2003,7,1771|1797|1810|1815|1823|1842|1860
MONTGOMERYSHIRE,MONTGOMERYSHIRE,1797,VARIANT,0.85,"substring: found as ""MONTGOMERY"" (1,534w)",MONTGOMERY,,1986,5,1778|1810|1823|1842|1860
OLYMPIAS,OLYMPIAS,1842,VARIANT,0.85,"singular: found as ""OLYMPIA"" (794w)",OLYMPIA,,1984,5,1797|1810|1815|1823|1860
PARKHURST,PARKHURST,1810,VARIANT,0.85,"substring: found as ""PARK"" (3,378w)",PARK,,1952,2,1797|1860
PARKHURST,PARKHURST,1815,VARIANT,0.85,"substring: found as ""PARK"" (3,515w)",PARK,,1952,2,1797|1860
PARKHURST,PARKHURST,1823,VARIANT,0.85,"substring: found as ""PARK"" (3,511w)",PARK,,1952,2,1797|1860
CORTES,CORTES,1810,VARIANT,0.85,"singular: found as ""CORT"" (291w)",CORT,,1941,6,1778|1797|1815|1823|1842|1860
STOCKHOLM,STOCKHOLM,1823,VARIANT,0.85,"substring: found as ""STOCK"" (1,072w)",STOCK,,1936,7,1771|1778|1797|1810|1815|1842|1860
SAINT,SAINT,1810,VARIANT,0.85,"plural: found as ""SAINTES"" (395w)",SAINTES,,1855,4,1778|1797|1815|1842
SAINT,SAINT,1823,VARIANT,0.85,"plural: found as ""SAINTES"" (394w)",SAINTES,,1855,4,1778|1797|1815|1842
PENELOPE,PENELOPE,1810,VARIANT,0.85,"substring: found as ""PEN"" (1,035w)",PEN,,1835,4,1797|1815|1842|1860
PENELOPE,PENELOPE,1823,VARIANT,0.85,"substring: found as ""PEN"" (1,040w)",PEN,,1835,4,1797|1815|1842|1860
ILA,ILA,1815,VARIANT,0.85,"prefix_sim=0.86: found as ""ILAY"" (1,827w)",ILAY,,1826,3,1778|1797|1823
