id,title,missing_year,classification,confidence,evidence,variant_title,swallowed_by,median_wc,edition_count,present_years
TYTLER,TYTLER,1810,OCR_GAP,0.80,"Headword ""TYTLER"" not in any OCR range for 1810",,,6716,3,1797|1842|1860
BRICK,BRICK,1778,OCR_GAP,0.80,"Headword ""BRICK"" not in any OCR range for 1778",,,6462,6,1771|1797|1815|1823|1842|1860
ALKALI,ALKALI,1810,OCR_GAP,0.80,"Headword ""ALKALI"" not in any OCR range for 1810",,,6330,5,1771|1797|1815|1842|1860
ALKALI,ALKALI,1823,OCR_GAP,0.80,"Headword ""ALKALI"" not in any OCR range for 1823",,,6330,5,1771|1797|1815|1842|1860
SPALLANZANI,SPALLANZANI,1810,OCR_GAP,0.80,"Headword ""SPALLANZANI"" not in any OCR range for 1810",,,6271,5,1797|1815|1823|1842|1860
CHRISTOPHERS,CHRISTOPHERS,1810,OCR_GAP,0.80,"Headword ""CHRISTOPHERS"" not in any OCR range for 1810",,,6247,5,1771|1778|1823|1842|1860
CLAY,CLAY,1810,OCR_GAP,0.80,"Headword ""CLAY"" not in any OCR range for 1810",,,6210,6,1771|1778|1797|1815|1823|1860
ADDISON,ADDISON,1810,OCR_GAP,0.80,"Headword ""ADDISON"" not in any OCR range for 1810",,,6038,4,1778|1797|1842|1860
ADDISON,ADDISON,1815,OCR_GAP,0.80,"Headword ""ADDISON"" not in any OCR range for 1815",,,6038,4,1778|1797|1842|1860
ADDISON,ADDISON,1823,OCR_GAP,0.80,"Headword ""ADDISON"" not in any OCR range for 1823",,,6038,4,1778|1797|1842|1860
SPAHIS,SPAHIS,1810,OCR_GAP,0.80,"Headword ""SPAHIS"" not in any OCR range for 1810",,,5769,2,1778|1842
LINLITHGOW,LINLITHGOW,1778,OCR_GAP,0.80,"Headword ""LINLITHGOW"" not in any OCR range for 1778",,,5715,7,1771|1797|1810|1815|1823|1842|1860
AERY,AERY,1810,OCR_GAP,0.80,"Headword ""AERY"" not in any OCR range for 1810",,,5663,3,1797|1815|1823
STOCKPORT,STOCKPORT,1778,OCR_GAP,0.80,"Headword ""STOCKPORT"" not in any OCR range for 1778",,,5594,2,1771|1860
STOCKPORT,STOCKPORT,1810,OCR_GAP,0.80,"Headword ""STOCKPORT"" not in any OCR range for 1810",,,5594,2,1771|1860
STADIUM,STADIUM,1810,OCR_GAP,0.80,"Headword ""STADIUM"" not in any OCR range for 1810",,,5560,6,1771|1778|1797|1815|1842|1860
SILPHIUM,SILPHIUM,1810,OCR_GAP,0.80,"Headword ""SILPHIUM"" not in any OCR range for 1810",,,5278,5,1771|1778|1797|1815|1823
NORTHWICH,NORTHWICH,1778,OCR_GAP,0.80,"Headword ""NORTHWICH"" not in any OCR range for 1778",,,5200,3,1771|1842|1860
BOUGUER,BOUGUER,1810,OCR_GAP,0.80,"Headword ""BOUGUER"" not in any OCR range for 1810",,,5171,4,1797|1823|1842|1860
CALCUTTA,CALCUTTA,1810,OCR_GAP,0.80,"Headword ""CALCUTTA"" not in any OCR range for 1810",,,5097,6,1778|1797|1815|1823|1842|1860
TIPPERARY,TIPPERARY,1778,OCR_GAP,0.80,"Headword ""TIPPERARY"" not in any OCR range for 1778",,,4823,7,1771|1797|1810|1815|1823|1842|1860
SUICIDE,SUICIDE,1810,OCR_GAP,0.80,"Headword ""SUICIDE"" not in any OCR range for 1810",,,4814,5,1797|1815|1823|1842|1860
RICHMOND,RICHMOND,1810,OCR_GAP,0.80,"Headword ""RICHMOND"" not in any OCR range for 1810",,,4631,4,1771|1823|1842|1860
MEATH,MEATH,1778,OCR_GAP,0.80,"Headword ""MEATH"" not in any OCR range for 1778",,,4313,7,1771|1797|1810|1815|1823|1842|1860
KERRY,KERRY,1778,OCR_GAP,0.80,"Headword ""KERRY"" not in any OCR range for 1778",,,4238,7,1771|1797|1810|1815|1823|1842|1860
CATO,CATO,1810,OCR_GAP,0.80,"Headword ""CATO"" not in any OCR range for 1810",,,4195,6,1778|1797|1815|1823|1842|1860
WESTMEATH,WESTMEATH,1778,OCR_GAP,0.80,"Headword ""WESTMEATH"" not in any OCR range for 1778",,,4193,3,1771|1842|1860
SIAM,SIAM,1810,OCR_GAP,0.80,"Headword ""SIAM"" not in any OCR range for 1810",,,4189,4,1771|1778|1842|1860
NEWBOROUGH,NEWBOROUGH,1778,OCR_GAP,0.80,"Headword ""NEWBOROUGH"" not in any OCR range for 1778",,,4023,6,1771|1797|1810|1815|1823|1842
ANTIPAROS,ANTIPAROS,1823,OCR_GAP,0.80,"Headword ""ANTIPAROS"" not in any OCR range for 1823",,,4019,6,1778|1797|1810|1815|1842|1860
CHARLES_MARTEL,CHARLES MARTEL,1810,OCR_GAP,0.80,"Headword ""CHARLES MARTEL"" not in any OCR range for 1810",,,3971,6,1778|1797|1815|1823|1842|1860
CHARLES_LE_GROS,CHARLES LE GROS,1810,OCR_GAP,0.80,"Headword ""CHARLES LE GROS"" not in any OCR range for 1810",,,3919,6,1778|1797|1815|1823|1842|1860
CLARE,CLARE,1810,OCR_GAP,0.80,"Headword ""CLARE"" not in any OCR range for 1810",,,3733,6,1771|1778|1797|1823|1842|1860
SELKIRK,SELKIRK,1778,OCR_GAP,0.80,"Headword ""SELKIRK"" not in any OCR range for 1778",,,3718,7,1771|1797|1810|1815|1823|1842|1860
CHAUCER,CHAUCER,1810,OCR_GAP,0.80,"Headword ""CHAUCER"" not in any OCR range for 1810",,,3692,4,1797|1815|1823|1842
SHEFFIELD,SHEFFIELD,1778,OCR_GAP,0.80,"Headword ""SHEFFIELD"" not in any OCR range for 1778",,,3617,5,1771|1810|1815|1842|1860
LORN,LORN,1778,OCR_GAP,0.80,"Headword ""LORN"" not in any OCR range for 1778",,,3585,2,1771|1860
CAMOENS,CAMOENS,1810,OCR_GAP,0.80,"Headword ""CAMOENS"" not in any OCR range for 1810",,,3581,4,1778|1823|1842|1860
SHARP,SHARP,1810,OCR_GAP,0.80,"Headword ""SHARP"" not in any OCR range for 1810",,,3560,6,1778|1797|1815|1823|1842|1860
THRASHING,THRASHING,1778,OCR_GAP,0.80,"Headword ""THRASHING"" not in any OCR range for 1778",,,3556,6,1771|1797|1810|1815|1823|1842
ALOE,ALOE,1810,OCR_GAP,0.80,"Headword ""ALOE"" not in any OCR range for 1810",,,3517,4,1771|1778|1797|1860
ALOE,ALOE,1815,OCR_GAP,0.80,"Headword ""ALOE"" not in any OCR range for 1815",,,3517,4,1771|1778|1797|1860
ALOE,ALOE,1823,OCR_GAP,0.80,"Headword ""ALOE"" not in any OCR range for 1823",,,3517,4,1771|1778|1797|1860
ALOE,ALOE,1842,OCR_GAP,0.80,"Headword ""ALOE"" not in any OCR range for 1842",,,3517,4,1771|1778|1797|1860
LUC,LUC,1778,OCR_GAP,0.80,"Headword ""LUC"" not in any OCR range for 1778",,,3477,4,1771|1823|1842|1860
RUDDIMAN,RUDDIMAN,1810,OCR_GAP,0.80,"Headword ""RUDDIMAN"" not in any OCR range for 1810",,,3426,4,1797|1815|1823|1842
VENEZUELA,VENEZUELA,1778,OCR_GAP,0.80,"Headword ""VENEZUELA"" not in any OCR range for 1778",,,3380,3,1771|1842|1860
VENEZUELA,VENEZUELA,1810,OCR_GAP,0.80,"Headword ""VENEZUELA"" not in any OCR range for 1810",,,3380,3,1771|1842|1860
AGRARIAN_LAWS,AGRARIAN LAWS,1823,OCR_GAP,0.80,"Headword ""AGRARIAN LAWS"" not in any OCR range for 1823",,,3330,4,1797|1810|1815|1860
AGRARIAN_LAWS,AGRARIAN LAWS,1842,OCR_GAP,0.80,"Headword ""AGRARIAN LAWS"" not in any OCR range for 1842",,,3330,4,1797|1810|1815|1860
STADTHOLDER,STADTHOLDER,1810,OCR_GAP,0.80,"Headword ""STADTHOLDER"" not in any OCR range for 1810",,,3315,5,1771|1778|1797|1815|1842
ASSOCIATION,ASSOCIATION,1810,OCR_GAP,0.80,"Headword ""ASSOCIATION"" not in any OCR range for 1810",,,3261,6,1778|1797|1815|1823|1842|1860
MADRAS,MADRAS,1778,OCR_GAP,0.80,"Headword ""MADRAS"" not in any OCR range for 1778",,,3204,6,1771|1810|1815|1823|1842|1860
SEVERUS'S_WALL,SEVERUS'S WALL,1810,OCR_GAP,0.80,"Headword ""SEVERUSS WALL"" not in any OCR range for 1810",,,3196,5,1778|1797|1815|1823|1842
ARGYLESHERE,ARGYLESHERE,1810,OCR_GAP,0.80,"Headword ""ARGYLESHERE"" not in any OCR range for 1810",,,3131,4,1771|1797|1842|1860
ARGYLESHERE,ARGYLESHERE,1815,OCR_GAP,0.80,"Headword ""ARGYLESHERE"" not in any OCR range for 1815",,,3131,4,1771|1797|1842|1860
ARGYLESHERE,ARGYLESHERE,1823,OCR_GAP,0.80,"Headword ""ARGYLESHERE"" not in any OCR range for 1823",,,3131,4,1771|1797|1842|1860
ROYAL,ROYAL,1810,OCR_GAP,0.80,"Headword ""ROYAL"" not in any OCR range for 1810",,,3099,7,1771|1778|1797|1815|1823|1842|1860
WRITING,WRITING,1778,OCR_GAP,0.80,"Headword ""WRITING"" not in any OCR range for 1778",,,3073,7,1771|1797|1810|1815|1823|1842|1860
CINCINNATUS,CINCINNATUS,1810,OCR_GAP,0.80,"Headword ""CINCINNATUS"" not in any OCR range for 1810",,,3068,3,1797|1823|1860
AGARICUS,AGARICUS,1810,OCR_GAP,0.80,"Headword ""AGARICUS"" not in any OCR range for 1810",,,3002,4,1771|1778|1797|1860
AGARICUS,AGARICUS,1815,OCR_GAP,0.80,"Headword ""AGARICUS"" not in any OCR range for 1815",,,3002,4,1771|1778|1797|1860
AGARICUS,AGARICUS,1823,OCR_GAP,0.80,"Headword ""AGARICUS"" not in any OCR range for 1823",,,3002,4,1771|1778|1797|1860
AGARICUS,AGARICUS,1842,OCR_GAP,0.80,"Headword ""AGARICUS"" not in any OCR range for 1842",,,3002,4,1771|1778|1797|1860
RUBENS,RUBENS,1810,OCR_GAP,0.80,"Headword ""RUBENS"" not in any OCR range for 1810",,,2999,6,1778|1797|1815|1823|1842|1860
SPALATRO,SPALATRO,1778,OCR_GAP,0.80,"Headword ""SPALATRO"" not in any OCR range for 1778",,,2980,6,1771|1797|1810|1815|1823|1842
MAINE,MAINE,1778,OCR_GAP,0.80,"Headword ""MAINE"" not in any OCR range for 1778",,,2971,3,1771|1842|1860
CANARIES,CANARIES,1810,OCR_GAP,0.80,"Headword ""CANARIES"" not in any OCR range for 1810",,,2960,2,1771|1842
CINCHONA,CINCHONA,1810,OCR_GAP,0.80,"Headword ""CINCHONA"" not in any OCR range for 1810",,,2912,7,1771|1778|1797|1815|1823|1842|1860
ALVA_DE_TORMES,ALVA DE TORMES,1810,OCR_GAP,0.80,"Headword ""ALVA DE TORMES"" not in any OCR range for 1810",,,2849,4,1778|1797|1815|1842
ALVA_DE_TORMES,ALVA DE TORMES,1823,OCR_GAP,0.80,"Headword ""ALVA DE TORMES"" not in any OCR range for 1823",,,2849,4,1778|1797|1815|1842
CACAO,CACAO,1810,OCR_GAP,0.80,"Headword ""CACAO"" not in any OCR range for 1810",,,2813,3,1778|1797|1860
ALFORD,ALFORD,1810,OCR_GAP,0.80,"Headword ""ALFORD"" not in any OCR range for 1810",,,2802,6,1778|1797|1815|1823|1842|1860
ANTIOCH,ANTIOCH,1842,OCR_GAP,0.80,"Headword ""ANTIOCH"" not in any OCR range for 1842",,,2801,5,1771|1797|1810|1815|1860
ANTONINUS_PHILOSOPHUS,ANTONINUS PHILOSOPHUS,1810,OCR_GAP,0.80,"Headword ""ANTONINUS PHILOSOPHUS"" not in any OCR range for 1810",,,2781,2,1797|1842
ANTONINUS_PHILOSOPHUS,ANTONINUS PHILOSOPHUS,1815,OCR_GAP,0.80,"Headword ""ANTONINUS PHILOSOPHUS"" not in any OCR range for 1815",,,2781,2,1797|1842
ANTONINUS_PHILOSOPHUS,ANTONINUS PHILOSOPHUS,1823,OCR_GAP,0.80,"Headword ""ANTONINUS PHILOSOPHUS"" not in any OCR range for 1823",,,2781,2,1797|1842
ALVA,ALVA,1815,OCR_GAP,0.80,"Headword ""ALVA"" not in any OCR range for 1815",,,2760,3,1810|1823|1860
ALVA,ALVA,1842,OCR_GAP,0.80,"Headword ""ALVA"" not in any OCR range for 1842",,,2760,3,1810|1823|1860
NEWBURY,NEWBURY,1778,OCR_GAP,0.80,"Headword ""NEWBURY"" not in any OCR range for 1778",,,2716,7,1771|1797|1810|1815|1823|1842|1860
ANGLE_OF_REFRACTION_NOW_GENERALLY,ANGLE OF REFRACTION NOW GENERALLY,1810,OCR_GAP,0.80,"Headword ""ANGLE OF REFRACTION NOW GENERALLY"" not in any OCR range for 1810",,,2698,4,1778|1797|1815|1860
ANGLE_OF_REFRACTION_NOW_GENERALLY,ANGLE OF REFRACTION NOW GENERALLY,1823,OCR_GAP,0.80,"Headword ""ANGLE OF REFRACTION NOW GENERALLY"" not in any OCR range for 1823",,,2698,4,1778|1797|1815|1860
ANGLE_OF_REFRACTION_NOW_GENERALLY,ANGLE OF REFRACTION NOW GENERALLY,1842,OCR_GAP,0.80,"Headword ""ANGLE OF REFRACTION NOW GENERALLY"" not in any OCR range for 1842",,,2698,4,1778|1797|1815|1860
ALFRED,ALFRED,1815,OCR_GAP,0.80,"Headword ""ALFRED"" not in any OCR range for 1815",,,2686,6,1778|1797|1810|1823|1842|1860
WARTON,WARTON,1810,OCR_GAP,0.80,"Headword ""WARTON"" not in any OCR range for 1810",,,2659,3,1797|1842|1860
SCHEELE,SCHEELE,1810,OCR_GAP,0.80,"Headword ""SCHEELE"" not in any OCR range for 1810",,,2650,5,1797|1815|1823|1842|1860
ALLIUM,ALLIUM,1810,OCR_GAP,0.80,"Headword ""ALLIUM"" not in any OCR range for 1810",,,2589,2,1797|1860
ALLIUM,ALLIUM,1815,OCR_GAP,0.80,"Headword ""ALLIUM"" not in any OCR range for 1815",,,2589,2,1797|1860
ALLIUM,ALLIUM,1823,OCR_GAP,0.80,"Headword ""ALLIUM"" not in any OCR range for 1823",,,2589,2,1797|1860
ALLIUM,ALLIUM,1842,OCR_GAP,0.80,"Headword ""ALLIUM"" not in any OCR range for 1842",,,2589,2,1797|1860
LICHEN,LICHEN,1778,OCR_GAP,0.80,"Headword ""LICHEN"" not in any OCR range for 1778",,,2578,2,1771|1797
WIGTOWN,WIGTOWN,1778,OCR_GAP,0.80,"Headword ""WIGTOWN"" not in any OCR range for 1778",,,2570,2,1771|1860
WIGTOWN,WIGTOWN,1810,OCR_GAP,0.80,"Headword ""WIGTOWN"" not in any OCR range for 1810",,,2570,2,1771|1860
ALCEDO,ALCEDO,1810,OCR_GAP,0.80,"Headword ""ALCEDO"" not in any OCR range for 1810",,,2530,3,1778|1797|1860
ALCEDO,ALCEDO,1815,OCR_GAP,0.80,"Headword ""ALCEDO"" not in any OCR range for 1815",,,2530,3,1778|1797|1860
ALCEDO,ALCEDO,1823,OCR_GAP,0.80,"Headword ""ALCEDO"" not in any OCR range for 1823",,,2530,3,1778|1797|1860
ALCEDO,ALCEDO,1842,OCR_GAP,0.80,"Headword ""ALCEDO"" not in any OCR range for 1842",,,2530,3,1778|1797|1860
MAURICE,MAURICE,1778,OCR_GAP,0.80,"Headword ""MAURICE"" not in any OCR range for 1778",,,2520,7,1771|1797|1810|1815|1823|1842|1860
LORETO,LORETO,1778,OCR_GAP,0.80,"Headword ""LORETO"" not in any OCR range for 1778",,,2495,6,1771|1810|1815|1823|1842|1860
ALTING,ALTING,1797,OCR_GAP,0.80,"Headword ""ALTING"" not in any OCR range for 1797",,,2430,6,1778|1810|1815|1823|1842|1860
VIVES,VIVES,1810,OCR_GAP,0.80,"Headword ""VIVES"" not in any OCR range for 1810",,,2419,3,1778|1797|1860
ACER,ACER,1810,OCR_GAP,0.80,"Headword ""ACER"" not in any OCR range for 1810",,,2418,4,1771|1778|1797|1860
ACER,ACER,1815,OCR_GAP,0.80,"Headword ""ACER"" not in any OCR range for 1815",,,2418,4,1771|1778|1797|1860
ACER,ACER,1823,OCR_GAP,0.80,"Headword ""ACER"" not in any OCR range for 1823",,,2418,4,1771|1778|1797|1860
ACER,ACER,1842,OCR_GAP,0.80,"Headword ""ACER"" not in any OCR range for 1842",,,2418,4,1771|1778|1797|1860
CASSINI,CASSINI,1810,OCR_GAP,0.80,"Headword ""CASSINI"" not in any OCR range for 1810",,,2391,5,1797|1815|1823|1842|1860
COLUMBA,COLUMBA,1810,OCR_GAP,0.80,"Headword ""COLUMBA"" not in any OCR range for 1810",,,2389,7,1771|1778|1797|1815|1823|1842|1860
VENTRILLOQUIST,VENTRILLOQUIST,1810,OCR_GAP,0.80,"Headword ""VENTRILLOQUIST"" not in any OCR range for 1810",,,2374,2,1797|1860
SPALDING,SPALDING,1778,OCR_GAP,0.80,"Headword ""SPALDING"" not in any OCR range for 1778",,,2369,3,1771|1842|1860
SEGOVIA,SEGOVIA,1778,OCR_GAP,0.80,"Headword ""SEGOVIA"" not in any OCR range for 1778",,,2363,7,1771|1797|1810|1815|1823|1842|1860
COLLISION,COLLISION,1810,OCR_GAP,0.80,"Headword ""COLLISION"" not in any OCR range for 1810",,,2337,5,1778|1797|1815|1823|1860
AJAN,AJAN,1810,OCR_GAP,0.80,"Headword ""AJAN"" not in any OCR range for 1810",,,2278,7,1771|1778|1797|1815|1823|1842|1860
ARTHRODIA,ARTHRODIA,1810,OCR_GAP,0.80,"Headword ""ARTHRODIA"" not in any OCR range for 1810",,,2251,4,1771|1778|1797|1815
ARMADA,ARMADA,1797,OCR_GAP,0.80,"Headword ""ARMADA"" not in any OCR range for 1797",,,2223,6,1778|1810|1815|1823|1842|1860
SAXE,SAXE,1810,OCR_GAP,0.80,"Headword ""SAXE"" not in any OCR range for 1810",,,2220,6,1778|1797|1815|1823|1842|1860
ARTHUR,ARTHUR,1810,OCR_GAP,0.80,"Headword ""ARTHUR"" not in any OCR range for 1810",,,2191,4,1778|1797|1823|1842
ARTHUR,ARTHUR,1815,OCR_GAP,0.80,"Headword ""ARTHUR"" not in any OCR range for 1815",,,2191,4,1778|1797|1823|1842
CAERMARTHEN,CAERMARTHEN,1810,OCR_GAP,0.80,"Headword ""CAERMARTHEN"" not in any OCR range for 1810",,,2186,5,1771|1778|1815|1842|1860
STEPHANUS,STEPHANUS,1810,OCR_GAP,0.80,"Headword ""STEPHANUS"" not in any OCR range for 1810",,,2182,4,1778|1797|1842|1860
ASPHALTITES,ASPHALTITES,1810,OCR_GAP,0.80,"Headword ""ASPHALTITES"" not in any OCR range for 1810",,,2180,5,1778|1797|1815|1823|1842
MERIONETHSHIRE,MERIONETHSHIRE,1778,OCR_GAP,0.80,"Headword ""MERIONETHSHIRE"" not in any OCR range for 1778",,,2179,6,1771|1797|1815|1823|1842|1860
TRANSFUSION_OF_BLOOD,TRANSFUSION OF BLOOD,1810,OCR_GAP,0.80,"Headword ""TRANSFUSION OF BLOOD"" not in any OCR range for 1810",,,2177,3,1778|1815|1842
BOTTICELLI,BOTTICELLI,1810,OCR_GAP,0.80,"Headword ""BOTTICELLI"" not in any OCR range for 1810",,,2157,2,1797|1860
WITCHCRAFT,WITCHCRAFT,1778,OCR_GAP,0.80,"Headword ""WITCHCRAFT"" not in any OCR range for 1778",,,2136,6,1771|1797|1810|1815|1823|1842
VERDEN,VERDEN,1810,OCR_GAP,0.80,"Headword ""VERDEN"" not in any OCR range for 1810",,,2129,3,1778|1797|1860
ZOOLOGY,ZOOLOGY,1797,OCR_GAP,0.80,"Headword ""ZOOLOGY"" not in any OCR range for 1797",,,2118,2,1778|1823
ZOOLOGY,ZOOLOGY,1810,OCR_GAP,0.80,"Headword ""ZOOLOGY"" not in any OCR range for 1810",,,2118,2,1778|1823
CHATEAU-BRIANT,CHATEAU-BRIANT,1810,OCR_GAP,0.80,"Headword ""CHATEAUBRIANT"" not in any OCR range for 1810",,,2113,5,1778|1797|1815|1823|1860
ARISTIPPUS,ARISTIPPUS,1842,OCR_GAP,0.80,"Headword ""ARISTIPPUS"" not in any OCR range for 1842",,,2097,6,1778|1797|1810|1815|1823|1860
MACCABEES,MACCABEES,1778,OCR_GAP,0.80,"Headword ""MACCABEES"" not in any OCR range for 1778",,,2090,6,1771|1797|1810|1815|1842|1860
AGRIGENTUM,AGRIGENTUM,1823,OCR_GAP,0.80,"Headword ""AGRIGENTUM"" not in any OCR range for 1823",,,2057,5,1797|1810|1815|1842|1860
SANQUHAR,SANQUHAR,1810,OCR_GAP,0.80,"Headword ""SANQUHAR"" not in any OCR range for 1810",,,2049,3,1771|1842|1860
ARGUMENT,ARGUMENT,1815,OCR_GAP,0.80,"Headword ""ARGUMENT"" not in any OCR range for 1815",,,2030,5,1771|1778|1797|1810|1823
SECOND_SIGHT,SECOND SIGHT,1810,OCR_GAP,0.80,"Headword ""SECOND SIGHT"" not in any OCR range for 1810",,,1961,4,1797|1815|1823|1842
CENSURE,CENSURE,1810,OCR_GAP,0.80,"Headword ""CENSURE"" not in any OCR range for 1810",,,1945,5,1771|1778|1797|1842|1860
ARGYLLSHIRE,ARGYLLSHIRE,1797,OCR_GAP,0.80,"Headword ""ARGYLLSHIRE"" not in any OCR range for 1797",,,1901,4,1778|1810|1815|1823
SCIURUS,SCIURUS,1810,OCR_GAP,0.80,"Headword ""SCIURUS"" not in any OCR range for 1810",,,1901,5,1771|1778|1797|1815|1823
BOSHIES-MEN,BOSHIES-MEN,1810,OCR_GAP,0.80,"Headword ""BOSHIESMEN"" not in any OCR range for 1810",,,1843,3,1797|1815|1823
STACHYS,STACHYS,1778,OCR_GAP,0.80,"Headword ""STACHYS"" not in any OCR range for 1778",,,1836,4,1771|1797|1815|1823
STACHYS,STACHYS,1810,OCR_GAP,0.80,"Headword ""STACHYS"" not in any OCR range for 1810",,,1836,4,1771|1797|1815|1823
